actual_delta_audit_mse,actual_delta_audit_rgb_objective,adam_step_norm,after_one_step_audit_mse,after_one_step_audit_rgb_objective,anchor_gradient_alignment,anchor_gradient_dot_batch_gradient,audit_forward_ms,baseline_audit_mse,baseline_audit_rgb_objective,batch_gradient_effective_rank,batch_gradient_norm,batch_index,batch_size,candidate_mse_mean,candidate_update_ms,coverage_gain_mean,label,optimizer_aware_predicted_decrease_anchor,policy,seed,temporal_span_ns,time_s,uids,within_batch_cosine_mean,within_batch_cosine_min
0.00012372992932796478,0.0013127997517585754,11.896444242012345,0.007668950594961643,0.10159191489219666,0.1578185155412616,0.00028349639615044,6.555744171142578,0.007792680524289608,0.10290471464395523,1.0,0.07509108230628263,12,1,0.004105099011212587,4.928095817565918,126.0,time_0s,0.0006651177245657891,B1_RR,0,0,0,[43],,
2.7101486921310425e-07,4.6975910663604736e-05,6.778864026847637,0.007792409509420395,0.10285773873329163,0.033583580199194524,4.6023062168387696e-05,6.72214412689209,0.007792680524289608,0.10290471464395523,1.0,0.057285841145340896,13,1,0.00741093372926116,3.5264639854431152,128.0,time_0s,7.50577422081733e-05,B1_RR,0,0,0,[968],,
3.384845331311226e-05,0.00043473392724990845,5.249663318222336,0.007758832070976496,0.10246998071670532,0.14967331781019005,0.00029795485897921026,6.536896228790283,0.007792680524289608,0.10290471464395523,1.0,0.08321562167242184,14,1,0.0037934365682303905,3.4311039447784424,21.0,time_0s,0.0002816236483340617,B1_RR,0,0,0,[591],,
1.9920989871025085e-06,5.1349401473999023e-05,4.297538499756788,0.0077906884253025055,0.10285336524248123,0.04521651927005071,7.609581371070817e-05,6.655263900756836,0.007792680524289608,0.10290471464395523,1.0,0.0703497264914781,15,1,0.0023916594218462706,3.2910399436950684,28.0,time_0s,7.366643910700077e-05,B1_RR,0,0,0,[504],,
6.410013884305954e-05,0.00048776715993881226,10.195449541712842,0.0077285803854465485,0.10241694748401642,0.06017247200045203,7.831931725377217e-05,6.669663906097412,0.007792680524289608,0.10290471464395523,1.0,0.054408883610316684,16,1,0.0051221949979662895,4.595647811889648,185.0,time_0s,0.0005759084360761335,B1_RR,0,0,0,[126],,
4.640687257051468e-05,0.00043053925037384033,11.571448804139223,0.007746273651719093,0.10247417539358139,0.1199003231429889,0.00012718838115688413,6.607999801635742,0.007792680524289608,0.10290471464395523,1.0,0.04434308065940228,17,1,0.0056773219257593155,6.352447986602783,201.0,time_0s,0.0006225403340067714,B1_RR,0,0,0,[1261],,
6.700865924358368e-07,4.956871271133423e-05,5.723618716131613,0.007792010437697172,0.1028551459312439,0.2624558231827723,0.0005599402356892824,6.6648640632629395,0.007792680524289608,0.10290471464395523,1.0,0.08918344375312358,18,1,0.0031280864495784044,3.463263988494873,385.0,time_0s,0.0003692781665449729,B1_RR,0,0,0,[546],,
3.668246790766716e-05,0.0004461929202079773,7.321853810795412,0.007755998056381941,0.10245852172374725,0.1563005609828796,0.0001935204054461792,6.725823879241943,0.007792680524289608,0.10290471464395523,1.0,0.05175651242764648,19,1,0.005069438833743334,3.8934080600738525,522.0,time_0s,0.0005228358786553144,B1_RR,0,0,0,[209],,
5.022482946515083e-05,0.00046437978744506836,11.90517986111573,0.007742455694824457,0.10244033485651016,0.06512896332290809,9.164971561403945e-05,6.62662410736084,0.007792680524289608,0.10290471464395523,1.0,0.05882415967409266,20,1,0.0057188174687325954,5.356287956237793,209.0,time_0s,0.0005200315772526665,B1_RR,0,0,0,[84],,
2.6424415409564972e-05,0.00035937875509262085,6.933027972388645,0.007766256108880043,0.10254533588886261,0.050579924155354596,6.248864519875497e-05,6.514272212982178,0.007792680524289608,0.10290471464395523,1.0,0.05164421859680041,21,1,0.004540713503956795,3.7190399169921875,640.0,time_0s,0.00022795839140599128,B1_RR,0,0,0,[254],,
7.214630022644997e-05,0.00047547370195388794,12.461193111990852,0.007720534224063158,0.10242924094200134,0.075774155427865,7.640405965503305e-05,6.6530561447143555,0.007792680524289608,0.10290471464395523,1.0,0.042149662947053045,22,1,0.005144748371094465,7.255263805389404,119.0,time_0s,0.0005850568832101999,B1_RR,0,0,0,[1219],,
6.797816604375839e-05,0.00035650283098220825,12.347021050966415,0.00772470235824585,0.10254821181297302,0.17458448787837413,0.00029276631539687514,6.635680198669434,0.007792680524289608,0.10290471464395523,1.0,0.0700993884561599,23,1,0.0068674515932798386,6.399328231811523,668.0,time_0s,0.0006411662707250798,B1_RR,0,0,0,[714],,
9.502982720732689e-05,0.0008134320378303528,8.585990363245525,0.007697650697082281,0.10209128260612488,0.24030402666003448,0.00046375812962651253,6.643775939941406,0.007792680524289608,0.10290471464395523,1.0,0.08067319612771529,24,1,0.007277058903127909,3.950752019882202,652.0,time_0s,0.0005954568696324714,B1_RR,0,0,0,[758],,
5.6181102991104126e-05,0.0006477385759353638,13.06248707690809,0.007736499421298504,0.10225697606801987,0.0896651520947009,0.00015401725249830633,6.529695987701416,0.007792680524289608,0.10290471464395523,1.0,0.07180330883790698,25,1,0.00749128358438611,6.39356803894043,138.0,time_0s,0.0005314199088388705,B1_RR,0,0,0,[1093],,
4.817405715584755e-05,0.0004057958722114563,6.99957687698868,0.0077445064671337605,0.10249891877174377,0.07963816153836314,0.00014418462524190545,6.669824123382568,0.007792680524289608,0.10290471464395523,1.0,0.07568268006296228,26,1,0.008035161532461643,3.688447952270508,46.0,time_0s,0.0001288741884764022,B1_RR,0,0,0,[1051],,
-1.1795200407505035e-06,6.936490535736084e-05,5.6959432270994235,0.0077938600443303585,0.10283534973859787,0.033787401337344806,5.454645724967122e-05,6.629759788513184,0.007792680524289608,0.10290471464395523,1.0,0.0674855099242781,27,1,0.003693627892062068,3.590847969055176,175.0,time_0s,0.0001413137229064887,B1_RR,0,0,0,[631],,
7.168110460042953e-05,0.000848725438117981,10.266854240539658,0.0077209994196891785,0.10205598920583725,0.3806477020576159,0.0007136076455935836,6.699488162994385,0.007792680524289608,0.10290471464395523,1.0,0.07836733129676585,28,1,0.010186202824115753,4.0115838050842285,3.0,time_0s,0.0010411863258923404,B1_RR,0,0,0,[1],,
0.00017383741214871407,0.0008898749947547913,8.8989787452074,0.007618843112140894,0.10201483964920044,0.3615131000584496,0.0005709504475817084,6.623904228210449,0.007792680524289608,0.10290471464395523,1.0,0.06601964032641688,29,1,0.024373734369874,4.188831806182861,30.0,time_0s,0.001001532371446956,B1_RR,0,0,0,[1299],,
2.6592053472995758e-05,0.0001117512583732605,11.36493505925175,0.007766088470816612,0.10279296338558197,0.0678723595311641,9.019752178573981e-05,6.714816093444824,0.007792680524289608,0.10290471464395523,1.0,0.055552093928660534,30,1,0.005997970700263977,6.67855978012085,77.0,time_0s,0.000299623524369963,B1_RR,0,0,0,[1133],,
5.2480027079582214e-06,0.0001515895128250122,4.476786733298989,0.00778743252158165,0.10275312513113022,0.053505371453274525,0.00010237182141281664,6.543039798736572,0.007792680524289608,0.10290471464395523,1.0,0.07998007784737439,31,1,0.0031535339076071978,3.291327953338623,26.0,time_0s,7.383909132840927e-05,B1_RR,0,0,0,[422],,
1.7688143998384476e-05,0.0001986473798751831,7.517772720109728,0.0077749923802912235,0.10270606726408005,0.006808035524552737,8.657562830194365e-06,6.537504196166992,0.007792680524289608,0.10290471464395523,1.795674443244934,0.05315848734364416,0,2,0.004720095777884126,5.928639888763428,108.0,time_0s,3.4796956413174485e-05,B2_RR,0,27349984287,0,"[1009, 462]",0.0,0.0
6.057973951101303e-05,0.000517331063747406,9.087904166222392,0.007732100784778595,0.10238738358020782,0.11511028751274012,0.0001530416775494814,6.640416145324707,0.007792680524289608,0.10290471464395523,1.9909005165100098,0.055576904558826155,1,2,0.008015824016183615,6.802207946777344,81.0,time_0s,0.00043023480066040065,B2_RR,0,6250040250,0,"[799, 674]",0.049098387360572815,0.049098387360572815
6.220489740371704e-05,0.0006924495100975037,7.812796367269125,0.007730475626885891,0.10221226513385773,0.24794382380326938,0.00024165438662748784,6.489344120025635,0.007792680524289608,0.10290471464395523,1.9953364133834839,0.040741795449277037,2,2,0.0040306157898157835,5.495520114898682,100.5,time_0s,0.001071539896656759,B2_RR,0,27149995825,0,"[381, 924]",0.0,0.0
1.4802441000938416e-05,0.00017508119344711304,8.524843129759107,0.00777787808328867,0.10272963345050812,0.03308817722029829,3.881162410834804e-05,6.651264190673828,0.007792680524289608,0.10290471464395523,1.8820260763168335,0.049032919088398345,3,2,0.005837286589667201,6.916863918304443,75.0,time_0s,0.00013934755679656519,B2_RR,0,16999997500,0,"[839, 1179]",0.025096921250224113,0.025096921250224113
4.007015377283096e-05,0.0005130991339683533,9.30817645150479,0.007752610370516777,0.10239161550998688,0.12371568615864413,0.00010928409028565511,6.659840106964111,0.007792680524289608,0.10290471464395523,1.7795286178588867,0.03692588805955301,4,2,0.005419371649622917,6.5075201988220215,264.0,time_0s,0.0007673132531635929,B2_RR,0,6349994838,0,"[167, 294]",0.020006949082016945,0.020006949082016945
1.9550789147615433e-05,0.0003365427255630493,9.24884760974163,0.007773129735141993,0.10256817191839218,0.06142679079002114,6.384018342942e-05,6.613088130950928,0.007792680524289608,0.10290471464395523,1.92857027053833,0.04344452720941435,5,2,0.004699609591625631,5.706272125244141,151.5,time_0s,0.0006045415393600706,B2_RR,0,27449994463,0,"[883, 334]",0.0,0.0
0.0001240018755197525,0.001359783113002777,13.687984019261025,0.0076686786487698555,0.10154493153095245,0.14584421565541553,0.00016475973825436085,6.631199836730957,0.007792680524289608,0.10290471464395523,1.8694809675216675,0.04722377051027242,6,2,0.005758016370236874,7.094079971313477,127.0,time_0s,0.000740176208637422,B2_RR,0,46249999375,0,"[43, 968]",0.0,0.0
3.114016726613045e-05,0.00040074437856674194,5.499204532037503,0.0077615403570234776,0.10250397026538849,0.13723766464691298,0.0001870253327069804,6.623551845550537,0.007792680524289608,0.10290471464395523,1.9297913312911987,0.056967333599605194,7,2,0.0030925479950383306,5.525248050689697,24.5,time_0s,0.00023395158223138424,B2_RR,0,4349997338,0,"[591, 504]",0.09456358850002289,0.09456358850002289
8.26297327876091e-05,0.0005942955613136292,12.575212062555847,0.007710050791501999,0.1023104190826416,0.1174645386803521,0.00010275384556734934,6.635968208312988,0.007792680524289608,0.10290471464395523,1.9083161354064941,0.03656706320986786,8,2,0.0053997584618628025,9.602879524230957,193.0,time_0s,0.0007995643572940025,B2_RR,0,56749996700,0,"[126, 1261]",0.08744888752698898,0.08744888752698898
3.7352554500103e-05,0.0004957541823387146,9.29082758827296,0.007755327969789505,0.10240896046161652,0.30545218381362915,0.00037673034239560366,6.74403190612793,0.007792680524289608,0.10290471464395523,1.6049697399139404,0.05155682225467588,9,2,0.004098762641660869,6.060448169708252,453.5,time_0s,0.0008921134613046888,B2_RR,0,16850006300,0,"[546, 209]",0.0,0.0
6.01387582719326e-05,0.0006410405039787292,12.359577725866185,0.007732541766017675,0.1022636741399765,0.0818573671459316,7.706918404437602e-05,6.6141438484191895,0.007792680524289608,0.10290471464395523,1.9667991399765015,0.03935697986882179,10,2,0.005129765486344695,7.696288108825684,424.5,time_0s,0.0005888571904506534,B2_RR,0,8500003675,0,"[84, 254]",0.011271028779447079,0.011271028779447079
0.00010985136032104492,0.0007486045360565186,15.87007736586965,0.007682829163968563,0.10215611010789871,0.1872037234705267,0.0001845851948019117,6.62553596496582,0.007792680524289608,0.10290471464395523,1.639166235923767,0.0412174535521971,11,2,0.006006099982187152,12.323455810546875,393.5,time_0s,0.0010473854708834551,B2_RR,0,25249992587,0,"[1219, 714]",0.017767896875739098,0.017767896875739098
0.00013325363397598267,0.0014167949557304382,15.312974663111644,0.007659426890313625,0.10148791968822479,0.23834890909519785,0.0003088877128902823,6.729184150695801,0.007792680524289608,0.10290471464395523,1.973385214805603,0.05417341829634449,12,2,0.0073841712437570095,8.871583938598633,395.0,time_0s,0.001078765264537651,B2_RR,0,16749992450,0,"[758, 1093]",0.006487461272627115,0.006487461272627115
4.6994537115097046e-05,0.00047516077756881714,9.023378875261246,0.007745685987174511,0.10242955386638641,0.08192610517647878,9.936553396983072e-05,6.637087821960449,0.007792680524289608,0.10290471464395523,1.974279522895813,0.050700499447524756,13,2,0.005864394712261856,5.869760036468506,110.5,time_0s,0.00027018782566301525,B2_RR,0,21000008212,0,"[1051, 631]",0.0,0.0
0.00024254340678453445,0.0016376897692680359,12.710803069310598,0.0075501371175050735,0.1012670248746872,0.5233628449979879,0.000642279046587646,6.529791831970215,0.007792680524289608,0.10290471464395523,1.9439427852630615,0.051300268949981576,14,2,0.017279968596994877,7.099264144897461,16.5,time_0s,0.0019259281471022405,B2_RR,0,64899997125,0,"[1, 1299]",0.0025938416365534067,0.0025938416365534067
3.1838659197092056e-05,0.0002633407711982727,12.20812367121176,0.007760841865092516,0.10264137387275696,0.08266401870215358,9.628467523725703e-05,6.500768184661865,0.007792680524289608,0.10290471464395523,1.782698392868042,0.048689961463618585,15,2,0.004575752303935587,9.027456283569336,51.5,time_0s,0.00037345693817769643,B2_RR,0,35549998875,0,"[1133, 422]",8.173318031332773e-17,8.173318031332773e-17
7.826695218682289e-05,0.000715993344783783,11.789520218130797,0.007714413572102785,0.10218872129917145,0.08789080095178717,8.084961882559583e-05,6.625152111053467,0.007792680524289608,0.10290471464395523,3.7829270362854004,0.03845327466496154,0,4,0.00636795989703387,11.524928092956543,94.5,time_0s,0.0004650308910640888,B4_RR,0,27349984287,0,"[1009, 462, 799, 674]",0.008183064870536327,0.0
6.384262815117836e-05,0.0006906241178512573,10.03970099767626,0.00772883789613843,0.10221409052610397,0.18185995298029126,0.00014023299445398152,6.631487846374512,0.007792680524289608,0.10290471464395523,3.7251875400543213,0.03223382983484026,1,4,0.004933951189741492,10.987296104431152,87.75,time_0s,0.0010287388649885543,B4_RR,0,39899994787,0,"[381, 924, 839, 1179]",0.012202290818095207,0.0
5.7203229516744614e-05,0.0007665380835533142,11.627741959436376,0.007735477294772863,0.10213817656040192,0.12253062652568436,8.656213321955875e-05,6.62553596496582,0.007792680524289608,0.10290471464395523,3.619269371032715,0.029531266440154854,2,4,0.005059490620624274,10.994272232055664,207.75,time_0s,0.0011960304036620073,B4_RR,0,35799993588,0,"[167, 294, 883, 334]",0.024168578907847404,0.0
0.0001551443710923195,0.0017605051398277283,14.744313111068827,0.0076375361531972885,0.1011442095041275,0.19873289081827578,0.00017589253548067063,6.778975963592529,0.007792680524289608,0.10290471464395523,3.7397279739379883,0.03699784553574543,3,4,0.004425282182637602,11.240320205688477,75.75,time_0s,0.0009741075482452288,B4_RR,0,46249999375,0,"[43, 968, 591, 504]",0.015760648995637894,0.0
9.824847802519798e-05,0.0007812082767486572,13.226909994527814,0.00769443204626441,0.10212350636720657,0.3078378264341679,0.00023974207579158247,6.542655944824219,0.007792680524289608,0.10290471464395523,2.902733325958252,0.03255525136472584,4,4,0.004749260551761836,14.612192153930664,323.25,time_0s,0.0012330473327892832,B4_RR,0,56749996700,0,"[126, 1261, 546, 209]",0.047289468348026276,-3.09817842207849e-05
0.00013178866356611252,0.00106038898229599,17.231070834658045,0.0076608918607234955,0.10184432566165924,0.18897077037386392,0.00013082717487122864,6.766528129577637,0.007792680524289608,0.10290471464395523,3.5372066497802734,0.028940238454813468,5,4,0.0055679327342659235,19.221311569213867,409.0,time_0s,0.0012770827124768402,B4_RR,0,56749999212,0,"[84, 254, 1219, 714]",0.018553882837295532,0.0
0.00016743317246437073,0.00180063396692276,16.74871932567632,0.007625247351825237,0.10110408067703247,0.22476035798614313,0.00020412661251612008,6.631103992462158,0.007792680524289608,0.10290471464395523,3.9144251346588135,0.037964587802732666,6,4,0.0066242829780094326,13.85580825805664,252.75,time_0s,0.0013302686929819174,B4_RR,0,23099997250,0,"[758, 1093, 1051, 631]",0.017011718824505806,-0.0007851458503864706
0.0002712900750339031,0.0018512681126594543,16.9337997353597,0.007521390449255705,0.10105344653129578,0.43615944701121495,0.00036928182817064226,6.639904022216797,0.007792680524289608,0.10290471464395523,3.7264139652252197,0.03539251535884895,7,4,0.010927860450465232,14.882111549377441,34.0,time_0s,0.002198872905864846,B4_RR,0,64899997125,0,"[1, 1299, 1133, 422]",0.0010306109907105565,-6.234966713236645e-05
0.00010101869702339172,0.0011319145560264587,15.09548105606361,0.007691661827266216,0.10177280008792877,0.23975698686733662,0.00022229610476642847,6.543871879577637,0.007792680524289608,0.10290471464395523,3.867507219314575,0.03875782132768598,0,4,0.007323431258555502,11.223520278930664,99.5,time_0s,0.0015539092019025702,B4_Strat,0,50399989750,0,"[1, 334, 674, 1009]",0.002679375698789954,-9.246148692909628e-06
0.000167816411703825,0.0015510320663452148,16.863327407155193,0.007624864112585783,0.10135368257761002,0.24456062283403132,0.0002270512341056019,6.662271976470947,0.007792680524289608,0.10290471464395523,3.5440690517425537,0.03880932690840292,1,4,0.005468958290293813,14.28502368927002,242.75,time_0s,0.001622566327569075,B4_Strat,0,50400006787,0,"[43, 381, 714, 1051]",0.06364624202251434,0.0
0.00016191042959690094,0.001670055091381073,16.173767598295377,0.007630770094692707,0.10123465955257416,0.22673631047162948,0.00020294923160690814,6.6844801902771,0.007792680524289608,0.10290471464395523,3.7922492027282715,0.037416668096127176,2,4,0.005910173465963453,15.142175674438477,256.25,time_0s,0.0012764293860527687,B4_Strat,0,50449997000,0,"[84, 422, 758, 1093]",0.01684599369764328,0.0
0.00013608578592538834,0.0010904297232627869,15.354861383063968,0.00765659473836422,0.10181428492069244,0.12340755010412922,9.371433407068253e-05,6.547232151031494,0.007792680524289608,0.10290471464395523,3.6207778453826904,0.03174410363123996,3,4,0.005218898877501488,14.71571159362793,90.75,time_0s,0.0010445855441503227,B4_Strat,0,50349988287,0,"[126, 462, 799, 1133]",0.003717766609042883,-8.698757483216468e-07
6.111431866884232e-05,0.0007352381944656372,12.741104212659172,0.007731566205620766,0.1021694764494896,0.11564412049220327,8.830497972667217e-05,6.6533122062683105,0.007792680524289608,0.10290471464395523,3.475297689437866,0.031919818496840134,4,4,0.00490315182833001,11.733599662780762,135.25,time_0s,0.0010013018945755903,B4_Strat,0,50599997000,0,"[167, 504, 839, 1179]",0.00418282113969326,0.0
0.0001186649315059185,0.0010316818952560425,14.662878129917553,0.0076740155927836895,0.10187303274869919,0.2992613161630558,0.0002247565716970712,6.736288070678711,0.007792680524289608,0.10290471464395523,2.8815133571624756,0.03139500762824366,5,4,0.004837595100980252,14.492480278015137,302.75,time_0s,0.0015224421695165802,B4_Strat,0,50500000587,0,"[209, 546, 883, 1219]",0.011965974234044552,-0.0016950005665421486
0.0001539657823741436,0.0017169788479804993,13.821653185691838,0.007638714741915464,0.10118773579597473,0.2686690027412689,0.0001957957720151171,6.658368110656738,0.007792680524289608,0.10290471464395523,3.1427557468414307,0.030463831302788607,6,4,0.0048011456383392215,13.075967788696289,233.0,time_0s,0.0016462466519442387,B4_Strat,0,50350001325,0,"[254, 591, 924, 1261]",0.004710172303020954,0.0
0.0001649586483836174,0.000982716679573059,12.924324847034182,0.007627721875905991,0.10192199796438217,0.229533634132843,0.00017264680354855955,6.550335884094238,0.007792680524289608,0.10290471464395523,3.9314985275268555,0.03144205947303574,7,4,0.010192666144575924,11.346783638000488,124.5,time_0s,0.001196920235088328,B4_Strat,0,50250004162,0,"[294, 631, 968, 1299]",0.00011107545287813991,-8.304716061502404e-07
0.0003296816721558571,0.0024652332067489624,16.220639774720137,0.007462998852133751,0.10043948143720627,0.6103958047699384,0.0005770641146227717,6.548351764678955,0.007792680524289608,0.10290471464395523,3.838402032852173,0.03951948746909453,0,4,0.011241270636674017,12.264320373535156,267.5,time_0s,0.002875936268537771,B4_Match,0,64899997125,0,"[1, 1299, 546, 758]",0.00043096052831970155,-8.293852260976564e-06
0.0002755611203610897,0.0026703402400016785,17.32026105485089,0.007517119403928518,0.10023437440395355,0.35837804321413563,0.00026782869827002287,6.6339521408081055,0.007792680524289608,0.10290471464395523,3.4612441062927246,0.03124024939409988,1,4,0.005428008968010545,15.092320442199707,306.75,time_0s,0.00241178603755543,B4_Match,0,44049999575,0,"[924, 167, 714, 43]",0.00430762954056263,0.0
9.806826710700989e-05,0.0010096505284309387,12.330755454750062,0.007694612257182598,0.10189506411552429,0.2690025143484875,0.00020160528947599232,6.655807971954346,0.007792680524289608,0.10290471464395523,3.1778066158294678,0.0313288431667955,2,4,0.004352079587988555,13.071455955505371,218.75,time_0s,0.0013193801787565462,B4_Match,0,52600006375,0,"[209, 591, 381, 1261]",0.022979285567998886,-0.0020794025622308254
0.0001980327069759369,0.0017057061195373535,17.058165328872278,0.007594647817313671,0.10119900852441788,0.17083583725886015,0.0001446131500415504,6.547647953033447,0.007792680524289608,0.10290471464395523,3.5050652027130127,0.03538568289830634,3,4,0.006770211271941662,17.17900848388672,91.25,time_0s,0.0012144909815106075,B4_Match,0,20999951875,0,"[799, 1093, 1219, 1051]",0.020159773528575897,0.0
0.00010199984535574913,0.0008191540837287903,16.32005360253264,0.007690680678933859,0.10208556056022644,0.11894604310640103,9.060080628842115e-05,6.7381439208984375,0.007792680524289608,0.10290471464395523,3.6853339672088623,0.031840570381867245,4,4,0.006615244899876416,17.125152587890625,142.75,time_0s,0.001084421732230112,B4_Match,0,52449996587,0,"[1133, 84, 126, 674]",0.028183769434690475,-2.200140806962736e-05
5.501788109540939e-05,0.0007861405611038208,10.895346266720045,0.007737662643194199,0.10211857408285141,0.09888389398797368,7.752947567496449e-05,6.75216007232666,0.007792680524289608,0.10290471464395523,3.557408571243286,0.03277480089911783,5,4,0.004023503395728767,9.882816314697266,219.75,time_0s,0.0006053731685824459,B4_Match,0,31449992625,0,"[422, 883, 254, 504]",0.0025348812341690063,-1.3078176380076911e-05
1.6987323760986328e-05,0.0003715530037879944,12.742708925820283,0.007775693200528622,0.10253316164016724,0.0660317407636348,5.3280389693100005e-05,6.625664234161377,0.007792680524289608,0.10290471464395523,3.845034122467041,0.0337297732508467,6,4,0.005469218362122774,10.41209602355957,132.0,time_0s,0.0006834175474068616,B4_Match,0,31699998713,0,"[334, 631, 968, 839]",3.302387995063327e-05,-5.541648917528619e-09
8.943956345319748e-06,0.00022821873426437378,12.451124494873854,0.007783736567944288,0.10267649590969086,0.018400936585663573,1.4993102922744583e-05,6.660799980163574,0.007792680524289608,0.10290471464395523,3.5196619033813477,0.03406044903812283,7,4,0.004756483482196927,11.130784034729004,106.0,time_0s,0.00016506976453456446,B4_Match,0,44250002162,0,"[1179, 294, 1009, 462]",0.00262933736667037,-7.476874119838328e-10
0.0001501450315117836,0.0013126805424690247,14.954208186308875,0.007642535492777824,0.1015920341014862,0.2878857768000721,0.0002531333884689957,6.548160076141357,0.007792680524289608,0.10290471464395523,3.1586272716522217,0.0367559794005369,0,4,0.005938665708526969,14.34115219116211,620.5,time_0s,0.00131864952709293,B4_Novel,0,27450005925,0,"[714, 758, 254, 209]",0.0860254168510437,0.0
8.366117253899574e-05,0.0008090436458587646,14.268358894097702,0.007709019351750612,0.10209567099809647,0.3183598977790158,0.000244569790083915,6.6223039627075195,0.007792680524289608,0.10290471464395523,2.765730142593384,0.03211317380131521,1,4,0.005017650139052421,15.491552352905273,289.5,time_0s,0.0014158145058900118,B4_Novel,0,58850005000,0,"[546, 167, 84, 1261]",0.05738744139671326,-0.0009321652469225228
